date,time,cash_type,card,price,coffee_name,quarter,month,year
2024-03-12,14:33,card,ANON-0000-0000-0004,2.89,Americano,1,3,2024
2024-03-12,17:03,card,ANON-0000-0000-0050,2.89,Americano,1,3,2024
2024-03-13,6:02,card,ANON-0000-0000-0048,3.87,Hot Chocolate,1,3,2024
2024-03-13,7:47,card,ANON-0000-0000-0004,2.89,Americano,1,3,2024
2024-03-13,8:58,card,ANON-0000-0000-0051,2.89,Americano,1,3,2024
2024-03-13,11:29,card,ANON-0000-0000-0051,2.89,Americano,1,3,2024
2024-03-13,12:28,cash,NaN,2.5,Espresso,1,3,2024
2024-03-13,13:56,card,ANON-0000-0000-0052,3.38,Americano with Milk,1,3,2024
2024-03-13,16:19,card,ANON-0000-0000-0053,2.4,Espresso,1,3,2024
2024-03-13,16:57,card,ANON-0000-0000-0053,2.4,Espresso,1,3,2024
2024-03-13,17:35,card,ANON-0000-0000-0054,2.4,Espresso,1,3,2024
2024-03-14,6:39,cash,NaN,4,Latte,1,3,2024
2024-03-14,7:07,card,ANON-0000-0000-0055,3.87,Latte,1,3,2024
2024-03-14,8:44,card,ANON-0000-0000-0055,3.87,Hot Chocolate,1,3,2024
2024-03-14,10:14,card,ANON-0000-0000-0012,2.89,Cortado,1,3,2024
2024-03-14,11:10,card,ANON-0000-0000-0012,2.89,Americano,1,3,2024
2024-03-14,11:27,card,ANON-0000-0000-0056,3.38,Americano with Milk,1,3,2024
2024-03-14,12:34,card,ANON-0000-0000-0057,2.4,Espresso,1,3,2024
2024-03-14,12:36,card,ANON-0000-0000-0058,3.87,Latte,1,3,2024
2024-03-14,15:24,card,ANON-0000-0000-0059,3.38,Americano with Milk,1,3,2024
2024-03-14,15:36,card,ANON-0000-0000-0050,2.4,Espresso,1,3,2024
2024-03-14,16:55,card,ANON-0000-0000-0019,3.87,Hot Chocolate,1,3,2024
2024-03-14,17:48,card,ANON-0000-0000-0012,2.89,Cortado,1,3,2024
2024-03-15,8:30,cash,NaN,4,Latte,1,3,2024
2024-03-15,13:45,card,ANON-0000-0000-0060,3.87,Hot Chocolate,1,3,2024
2024-03-15,15:24,card,ANON-0000-0000-0012,2.89,Americano,1,3,2024
2024-03-16,8:30,card,ANON-0000-0000-0061,3.38,Americano with Milk,1,3,2024
2024-03-16,11:05,card,ANON-0000-0000-0061,2.89,Americano,1,3,2024
2024-03-16,13:07,card,ANON-0000-0000-0009,2.89,Cortado,1,3,2024
2024-03-16,13:29,card,ANON-0000-0000-0009,2.89,Cortado,1,3,2024
2024-03-16,14:18,card,ANON-0000-0000-0012,2.89,Cortado,1,3,2024
2024-03-16,15:13,card,ANON-0000-0000-0062,3.38,Americano with Milk,1,3,2024
2024-03-17,10:43,cash,NaN,4,Latte,1,3,2024
2024-03-17,15:18,card,ANON-0000-0000-0063,2.89,Cortado,1,3,2024
2024-03-18,6:31,card,ANON-0000-0000-0064,2.89,Cortado,1,3,2024
2024-03-18,11:27,card,ANON-0000-0000-0003,2.89,Americano,1,3,2024
2024-03-18,13:55,card,ANON-0000-0000-0003,2.89,Americano,1,3,2024
2024-03-18,16:56,card,ANON-0000-0000-0003,2.89,Americano,1,3,2024
2024-03-19,8:20,cash,NaN,3,Cortado,1,3,2024
2024-03-19,10:15,card,ANON-0000-0000-0065,3.87,Latte,1,3,2024
2024-03-19,11:28,card,ANON-0000-0000-0065,3.87,Latte,1,3,2024
2024-03-19,12:15,card,ANON-0000-0000-0049,3.87,Hot Chocolate,1,3,2024
2024-03-19,13:55,card,ANON-0000-0000-0066,3.38,Americano with Milk,1,3,2024
2024-03-19,14:37,cash,NaN,4,Hot Chocolate,1,3,2024
2024-03-20,7:40,card,ANON-0000-0000-0012,2.89,Cortado,1,3,2024
2024-03-20,8:19,cash,NaN,4,Latte,1,3,2024
2024-03-20,9:10,card,ANON-0000-0000-0049,2.89,Cortado,1,3,2024
2024-03-20,10:07,card,ANON-0000-0000-0067,3.87,Cappuccino,1,3,2024
2024-03-20,11:40,card,ANON-0000-0000-0050,3.87,Cocoa,1,3,2024
2024-03-20,17:39,card,ANON-0000-0000-0068,3.87,Latte,1,3,2024
2024-03-21,6:23,cash,NaN,4,Cappuccino,1,3,2024
2024-03-21,7:10,card,ANON-0000-0000-0012,2.89,Cortado,1,3,2024
2024-03-21,8:17,card,ANON-0000-0000-0012,3.87,Cappuccino,1,3,2024
2024-03-21,12:11,cash,NaN,3,Americano,1,3,2024
2024-03-21,12:15,card,ANON-0000-0000-0012,2.89,Cortado,1,3,2024
2024-03-21,13:39,card,ANON-0000-0000-0069,3.87,Latte,1,3,2024
2024-03-22,8:35,card,ANON-0000-0000-0070,3.38,Americano with Milk,1,3,2024
2024-03-22,11:51,card,ANON-0000-0000-0071,3.38,Americano with Milk,1,3,2024
2024-03-22,12:23,cash,NaN,4,Cappuccino,1,3,2024
2024-03-22,12:52,card,ANON-0000-0000-0012,2.89,Americano,1,3,2024
2024-03-22,13:48,card,ANON-0000-0000-0012,2.4,Espresso,1,3,2024
2024-03-22,14:06,card,ANON-0000-0000-0050,2.89,Americano,1,3,2024
2024-03-23,6:12,card,ANON-0000-0000-0072,3.87,Latte,1,3,2024
2024-03-23,6:59,card,ANON-0000-0000-0073,3.38,Americano with Milk,1,3,2024
2024-03-23,7:18,card,ANON-0000-0000-0074,3.87,Cappuccino,1,3,2024
2024-03-23,7:37,card,ANON-0000-0000-0074,3.87,Cocoa,1,3,2024
2024-03-23,8:01,card,ANON-0000-0000-0075,3.38,Americano with Milk,1,3,2024
2024-03-23,14:43,card,ANON-0000-0000-0076,3.87,Latte,1,3,2024
2024-03-23,15:46,card,ANON-0000-0000-0076,3.38,Americano with Milk,1,3,2024
2024-03-23,16:29,card,ANON-0000-0000-0009,2.89,Cortado,1,3,2024
2024-03-24,10:12,cash,NaN,4,Latte,1,3,2024
2024-03-24,17:49,card,ANON-0000-0000-0077,3.87,Latte,1,3,2024
2024-03-25,7:13,card,ANON-0000-0000-0009,3.87,Latte,1,3,2024
2024-03-25,7:37,cash,NaN,3.5,Americano with Milk,1,3,2024
2024-03-25,10:35,card,ANON-0000-0000-0078,3.87,Latte,1,3,2024
2024-03-25,12:30,card,ANON-0000-0000-0017,3.87,Latte,1,3,2024
2024-03-25,13:07,card,ANON-0000-0000-0024,3.38,Americano with Milk,1,3,2024
2024-03-25,17:09,card,ANON-0000-0000-0079,3.87,Cappuccino,1,3,2024
2024-03-26,8:25,card,ANON-0000-0000-0055,3.87,Cocoa,1,3,2024
2024-03-26,10:22,card,ANON-0000-0000-0055,3.87,Latte,1,3,2024
2024-03-26,10:48,card,ANON-0000-0000-0080,3.87,Latte,1,3,2024
2024-03-26,12:29,card,ANON-0000-0000-0009,2.89,Cortado,1,3,2024
2024-03-26,14:18,card,ANON-0000-0000-0003,2.89,Americano,1,3,2024
2024-03-26,14:26,card,ANON-0000-0000-0032,2.89,Cortado,1,3,2024
2024-03-26,14:52,card,ANON-0000-0000-0059,2.89,Cortado,1,3,2024
2024-03-26,15:02,card,ANON-0000-0000-0050,2.89,Americano,1,3,2024
2024-03-26,15:04,card,ANON-0000-0000-0081,3.87,Latte,1,3,2024
2024-03-26,15:19,card,ANON-0000-0000-0024,3.87,Latte,1,3,2024
2024-03-26,15:34,card,ANON-0000-0000-0009,3.87,Hot Chocolate,1,3,2024
2024-03-27,7:07,card,ANON-0000-0000-0003,2.89,Cortado,1,3,2024
2024-03-27,7:08,card,ANON-0000-0000-0003,3.38,Americano with Milk,1,3,2024
2024-03-27,7:47,card,ANON-0000-0000-0082,3.38,Americano with Milk,1,3,2024
2024-03-27,8:02,card,ANON-0000-0000-0083,3.87,Hot Chocolate,1,3,2024
2024-03-27,10:05,card,ANON-0000-0000-0012,3.87,Cappuccino,1,3,2024
2024-03-27,10:20,card,ANON-0000-0000-0012,2.89,Americano,1,3,2024
2024-03-27,11:06,card,ANON-0000-0000-0084,2.89,Cortado,1,3,2024
2024-03-27,11:53,cash,NaN,4,Latte,1,3,2024
2024-03-28,11:17,card,ANON-0000-0000-0085,2.89,Cortado,1,3,2024
2024-03-28,14:07,card,ANON-0000-0000-0012,2.89,Cortado,1,3,2024
2024-03-28,15:30,card,ANON-0000-0000-0012,2.89,Americano,1,3,2024
2024-03-28,16:44,card,ANON-0000-0000-0086,3.87,Latte,1,3,2024
2024-03-29,9:51,card,ANON-0000-0000-0087,3.87,Latte,1,3,2024
2024-03-29,10:40,card,ANON-0000-0000-0088,3.87,Cappuccino,1,3,2024
2024-03-29,14:16,card,ANON-0000-0000-0088,3.87,Cappuccino,1,3,2024
2024-03-29,16:12,cash,NaN,4,Cappuccino,1,3,2024
2024-03-30,6:28,card,ANON-0000-0000-0069,3.87,Latte,1,3,2024
2024-03-30,6:42,cash,NaN,4,Cappuccino,1,3,2024
2024-03-30,7:39,card,ANON-0000-0000-0017,3.87,Latte,1,3,2024
2024-03-30,9:10,card,ANON-0000-0000-0009,3.87,Latte,1,3,2024
2024-03-30,11:41,card,ANON-0000-0000-0009,3.38,Americano with Milk,1,3,2024
2024-03-31,14:22,card,ANON-0000-0000-0089,3.87,Cappuccino,1,3,2024
2024-03-31,16:54,cash,NaN,3,Americano,1,3,2024
2024-04-01,8:17,card,ANON-0000-0000-0004,2.89,Americano,2,4,2024
2024-04-01,11:44,card,ANON-0000-0000-0004,3.38,Americano with Milk,2,4,2024
2024-04-01,12:01,card,ANON-0000-0000-0004,3.38,Americano with Milk,2,4,2024
2024-04-01,12:35,card,ANON-0000-0000-0009,3.38,Americano with Milk,2,4,2024
2024-04-01,13:02,cash,NaN,4,Cappuccino,2,4,2024
2024-04-01,14:04,card,ANON-0000-0000-0024,3.38,Americano with Milk,2,4,2024
2024-04-01,14:18,card,ANON-0000-0000-0090,3.87,Hot Chocolate,2,4,2024
2024-04-02,6:16,card,ANON-0000-0000-0001,3.87,Latte,2,4,2024
2024-04-02,9:36,card,ANON-0000-0000-0003,2.89,Americano,2,4,2024
2024-04-02,11:14,card,ANON-0000-0000-0003,2.89,Cortado,2,4,2024
2024-04-02,12:26,cash,NaN,4,Cappuccino,2,4,2024
2024-04-03,6:46,card,ANON-0000-0000-0003,2.89,Cortado,2,4,2024
2024-04-03,13:02,card,ANON-0000-0000-0003,2.89,Americano,2,4,2024
2024-04-03,13:24,card,ANON-0000-0000-0012,3.87,Cappuccino,2,4,2024
2024-04-03,17:20,cash,NaN,3,Cortado,2,4,2024
2024-04-04,7:15,card,ANON-0000-0000-0091,3.87,Latte,2,4,2024
2024-04-04,11:14,card,ANON-0000-0000-0092,3.87,Latte,2,4,2024
2024-04-04,13:56,card,ANON-0000-0000-0093,3.87,Cappuccino,2,4,2024
2024-04-04,14:43,card,ANON-0000-0000-0094,2.89,Cortado,2,4,2024
2024-04-04,15:21,cash,NaN,4,Latte,2,4,2024
2024-04-05,6:51,card,ANON-0000-0000-0095,2.89,Americano,2,4,2024
2024-04-05,8:08,card,ANON-0000-0000-0012,2.89,Americano,2,4,2024
2024-04-05,8:22,card,ANON-0000-0000-0096,2.89,Cortado,2,4,2024
2024-04-05,8:46,card,ANON-0000-0000-0097,3.38,Americano with Milk,2,4,2024
2024-04-05,9:03,card,ANON-0000-0000-0098,3.87,Latte,2,4,2024
2024-04-05,9:14,card,ANON-0000-0000-0098,2.89,Cortado,2,4,2024
2024-04-05,12:54,cash,NaN,4,Latte,2,4,2024
2024-04-05,13:32,cash,NaN,4,Cappuccino,2,4,2024
2024-04-05,14:34,cash,NaN,3,Americano,2,4,2024
2024-04-05,16:38,cash,NaN,4,Cocoa,2,4,2024
2024-04-05,16:44,card,ANON-0000-0000-0003,2.4,Espresso,2,4,2024
2024-04-06,6:40,card,ANON-0000-0000-0099,3.38,Americano with Milk,2,4,2024
2024-04-06,14:06,card,ANON-0000-0000-0040,3.87,Cappuccino,2,4,2024
2024-04-06,14:15,card,ANON-0000-0000-0040,2.89,Americano,2,4,2024
2024-04-06,16:37,card,ANON-0000-0000-0009,3.87,Latte,2,4,2024
2024-04-07,6:10,card,ANON-0000-0000-0091,3.87,Latte,2,4,2024
2024-04-07,9:47,card,ANON-0000-0000-0040,3.87,Cappuccino,2,4,2024
2024-04-07,10:56,card,ANON-0000-0000-0040,3.87,Cappuccino,2,4,2024
2024-04-07,15:19,card,ANON-0000-0000-0100,2.89,Cortado,2,4,2024
2024-04-07,15:25,card,ANON-0000-0000-0100,2.4,Espresso,2,4,2024
2024-04-07,16:02,card,ANON-0000-0000-0101,3.87,Hot Chocolate,2,4,2024
2024-04-07,16:49,card,ANON-0000-0000-0101,3.38,Americano with Milk,2,4,2024
2024-04-08,7:00,card,ANON-0000-0000-0102,3.38,Americano with Milk,2,4,2024
2024-04-08,7:33,card,ANON-0000-0000-0103,3.87,Cappuccino,2,4,2024
2024-04-08,8:18,card,ANON-0000-0000-0012,2.89,Americano,2,4,2024
2024-04-08,8:37,card,ANON-0000-0000-0104,3.87,Cappuccino,2,4,2024
2024-04-08,10:38,cash,NaN,2.5,Espresso,2,4,2024
2024-04-08,11:50,cash,NaN,3.5,Americano with Milk,2,4,2024
2024-04-08,12:59,card,ANON-0000-0000-0017,3.87,Latte,2,4,2024
2024-04-08,13:09,card,ANON-0000-0000-0105,2.89,Americano,2,4,2024
2024-04-08,15:45,card,ANON-0000-0000-0024,3.38,Americano with Milk,2,4,2024
2024-04-08,17:02,card,ANON-0000-0000-0106,3.87,Cappuccino,2,4,2024
2024-04-09,8:19,cash,NaN,4,Cappuccino,2,4,2024
2024-04-09,9:47,cash,NaN,3,Americano,2,4,2024
2024-04-09,10:41,card,ANON-0000-0000-0091,3.87,Latte,2,4,2024
2024-04-09,11:47,card,ANON-0000-0000-0107,3.87,Hot Chocolate,2,4,2024
2024-04-09,15:43,card,ANON-0000-0000-0049,3.87,Hot Chocolate,2,4,2024
2024-04-10,6:31,cash,NaN,2.5,Espresso,2,4,2024
2024-04-10,8:12,cash,NaN,4,Hot Chocolate,2,4,2024
2024-04-10,12:02,card,ANON-0000-0000-0108,2.4,Espresso,2,4,2024
2024-04-10,14:02,card,ANON-0000-0000-0009,3.87,Cappuccino,2,4,2024
2024-04-10,14:08,card,ANON-0000-0000-0109,3.87,Latte,2,4,2024
2024-04-11,10:07,card,ANON-0000-0000-0110,2.89,Americano,2,4,2024
2024-04-11,11:02,card,ANON-0000-0000-0110,2.89,Americano,2,4,2024
2024-04-11,12:36,card,ANON-0000-0000-0017,3.87,Latte,2,4,2024
2024-04-11,13:28,card,ANON-0000-0000-0106,3.87,Cappuccino,2,4,2024
2024-04-11,15:52,card,ANON-0000-0000-0024,3.38,Americano with Milk,2,4,2024
2024-04-12,8:55,card,ANON-0000-0000-0019,3.87,Hot Chocolate,2,4,2024
2024-04-12,9:56,card,ANON-0000-0000-0009,2.89,Cortado,2,4,2024
2024-04-13,7:08,card,ANON-0000-0000-0009,3.87,Latte,2,4,2024
2024-04-13,8:08,card,ANON-0000-0000-0012,2.89,Americano,2,4,2024
2024-04-13,9:45,cash,NaN,4,Hot Chocolate,2,4,2024
2024-04-13,10:57,cash,NaN,4,Hot Chocolate,2,4,2024
2024-04-13,12:28,card,ANON-0000-0000-0111,3.87,Cappuccino,2,4,2024
2024-04-13,12:49,card,ANON-0000-0000-0111,3.87,Latte,2,4,2024
2024-04-13,16:19,card,ANON-0000-0000-0112,3.87,Cappuccino,2,4,2024
2024-04-13,16:35,card,ANON-0000-0000-0012,3.87,Cappuccino,2,4,2024
2024-04-14,7:20,cash,NaN,4,Latte,2,4,2024
2024-04-14,9:12,card,ANON-0000-0000-0113,3.87,Cappuccino,2,4,2024
2024-04-14,9:17,cash,NaN,3,Cortado,2,4,2024
2024-04-14,9:28,cash,NaN,3,Cortado,2,4,2024
2024-04-14,9:37,cash,NaN,3.5,Americano with Milk,2,4,2024
2024-04-14,10:17,card,ANON-0000-0000-0114,2.89,Cortado,2,4,2024
2024-04-14,11:15,card,ANON-0000-0000-0012,2.89,Americano,2,4,2024
2024-04-14,12:11,card,ANON-0000-0000-0012,2.89,Americano,2,4,2024
2024-04-14,12:43,card,ANON-0000-0000-0012,2.89,Americano,2,4,2024
2024-04-14,13:47,card,ANON-0000-0000-0017,3.87,Cappuccino,2,4,2024
2024-04-14,14:11,card,ANON-0000-0000-0012,2.89,Cortado,2,4,2024
2024-04-14,15:37,card,ANON-0000-0000-0019,3.87,Latte,2,4,2024
2024-04-14,16:36,card,ANON-0000-0000-0115,3.87,Cappuccino,2,4,2024
2024-04-15,8:20,card,ANON-0000-0000-0064,2.89,Americano,2,4,2024
2024-04-15,9:00,card,ANON-0000-0000-0003,2.89,Americano,2,4,2024
2024-04-15,10:45,card,ANON-0000-0000-0004,3.38,Americano with Milk,2,4,2024
2024-04-15,15:11,card,ANON-0000-0000-0009,3.38,Americano with Milk,2,4,2024
2024-04-15,15:41,cash,NaN,2.5,Espresso,2,4,2024
2024-04-16,8:48,cash,NaN,3.5,Americano with Milk,2,4,2024
2024-04-16,10:48,card,ANON-0000-0000-0116,3.38,Americano with Milk,2,4,2024
2024-04-16,11:31,card,ANON-0000-0000-0117,3.87,Cocoa,2,4,2024
2024-04-16,11:50,card,ANON-0000-0000-0064,2.89,Cortado,2,4,2024
2024-04-16,12:27,card,ANON-0000-0000-0118,2.89,Americano,2,4,2024
2024-04-16,13:11,card,ANON-0000-0000-0024,3.38,Americano with Milk,2,4,2024
2024-04-16,16:43,card,ANON-0000-0000-0009,3.87,Cappuccino,2,4,2024
2024-04-16,17:23,card,ANON-0000-0000-0050,3.87,Cocoa,2,4,2024
2024-04-17,6:13,card,ANON-0000-0000-0012,2.89,Americano,2,4,2024
2024-04-17,9:08,card,ANON-0000-0000-0119,2.4,Espresso,2,4,2024
2024-04-17,11:28,cash,NaN,4,Cappuccino,2,4,2024
2024-04-17,11:40,card,ANON-0000-0000-0120,3.87,Cappuccino,2,4,2024
2024-04-17,13:34,card,ANON-0000-0000-0120,3.87,Cappuccino,2,4,2024
2024-04-17,17:25,card,ANON-0000-0000-0121,2.89,Cortado,2,4,2024
2024-04-18,9:53,card,ANON-0000-0000-0003,2.89,Americano,2,4,2024
2024-04-18,9:56,card,ANON-0000-0000-0003,2.89,Americano,2,4,2024
2024-04-18,10:58,card,ANON-0000-0000-0122,3.38,Americano with Milk,2,4,2024
2024-04-18,11:23,card,ANON-0000-0000-0122,2.89,Cortado,2,4,2024
2024-04-18,11:24,card,ANON-0000-0000-0123,3.87,Cappuccino,2,4,2024
2024-04-18,11:46,card,ANON-0000-0000-0123,3.87,Latte,2,4,2024
2024-04-18,12:11,card,ANON-0000-0000-0069,3.87,Latte,2,4,2024
2024-04-18,12:56,card,ANON-0000-0000-0085,3.87,Cappuccino,2,4,2024
2024-04-18,13:17,card,ANON-0000-0000-0024,3.87,Hot Chocolate,2,4,2024
2024-04-18,14:09,card,ANON-0000-0000-0009,3.87,Hot Chocolate,2,4,2024
2024-04-19,7:06,card,ANON-0000-0000-0001,3.87,Latte,2,4,2024
2024-04-19,9:01,card,ANON-0000-0000-0040,3.38,Americano with Milk,2,4,2024
2024-04-19,11:27,card,ANON-0000-0000-0040,3.87,Cappuccino,2,4,2024
2024-04-19,11:39,card,ANON-0000-0000-0124,3.87,Hot Chocolate,2,4,2024
2024-04-19,15:35,card,ANON-0000-0000-0124,3.87,Cappuccino,2,4,2024
2024-04-19,15:57,card,ANON-0000-0000-0024,3.87,Cocoa,2,4,2024
2024-04-19,16:24,card,ANON-0000-0000-0009,3.38,Americano with Milk,2,4,2024
2024-04-20,6:14,cash,NaN,3.5,Americano with Milk,2,4,2024
2024-04-20,6:33,card,ANON-0000-0000-0125,3.38,Americano with Milk,2,4,2024
2024-04-20,6:56,card,ANON-0000-0000-0125,3.38,Americano with Milk,2,4,2024
2024-04-20,9:01,card,ANON-0000-0000-0118,2.89,Americano,2,4,2024
2024-04-20,9:19,card,ANON-0000-0000-0118,3.38,Americano with Milk,2,4,2024
